title,url,raw_price,description,price,year,mileage,fuel,transmission,brand
https://www.sauto.cz/osobni/detail/ford/tourneo-custom/204359262,"Ford Tourneo Custom,
Titanium 2.0 EcoBlue 125kW AWD",1 450 000 Kč,"2026, 10 km, Nafta, Automatická",1450000.0,2026.0,10.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/ford/tourneo-custom/204359262
https://www.sauto.cz/osobni/detail/bmw/x4/209865921,"BMW X4,
M40i",1 000 000 Kč,"2020, 61 056 km, Benzín, Automatická",1000000.0,2020.0,61056.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/bmw/x4/209865921
https://www.sauto.cz/osobni/detail/volkswagen/golf/209793471,"Volkswagen Golf,
2.0 GTI",250 000 Kč,"2013, 196 622 km, Benzín, Manuální",250000.0,2013.0,196622.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/volkswagen/golf/209793471
https://www.sauto.cz/osobni/detail/mercedes-benz/tridy-c/209646936,"Mercedes-Benz Třídy C,
C300d 4matic AMG line",790 000 Kč,"2019, 145 000 km, Nafta, Automatická",790000.0,2019.0,145000.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/mercedes-benz/tridy-c/209646936
https://www.sauto.cz/osobni/detail/bmw/rada-3/209647161,"BMW Řada 3,
320D G21 Sportline",610 000 Kč,"2022, 78 000 km, Nafta, Automatická",610000.0,2022.0,78000.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/bmw/rada-3/209647161
https://www.sauto.cz/osobni/detail/audi/a6-allroad/209865825,"Audi A6 allroad,
3.0 TDI V6",180 000 Kč,"2012, 372 000 km, Nafta, Automatická",180000.0,2012.0,372000.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/audi/a6-allroad/209865825
https://www.sauto.cz/osobni/detail/skoda/fabia/209814660,"Škoda Fabia,
Style 1.0 TSI",373 000 Kč,"2023, 43 359 km, Benzín, Manuální",373000.0,2023.0,43359.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/fabia/209814660
https://www.sauto.cz/osobni/detail/skoda/fabia/209814423,"Škoda Fabia,
Combi Ambition 1.0 TSI",427 000 Kč,"2022, 14 310 km, Benzín, Automatická",427000.0,2022.0,14310.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/skoda/fabia/209814423
https://www.sauto.cz/osobni/detail/skoda/scala/209787123,"Škoda Scala,
Style 1.0 TSI",381 000 Kč,"2022, 98 678 km, Benzín, Manuální",381000.0,2022.0,98678.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/scala/209787123
https://www.sauto.cz/osobni/detail/skoda/scala/209699223,"Škoda Scala,
Ambition 1.0 TSI",452 000 Kč,"2023, 25 336 km, Benzín, Manuální",452000.0,2023.0,25336.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/scala/209699223
https://www.sauto.cz/osobni/detail/volkswagen/t-roc/209786631,"Volkswagen T-Roc,
1,0 TSI 6G",383 000 Kč,"2021, 37 729 km, Benzín, Manuální",383000.0,2021.0,37729.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/209786631
https://www.sauto.cz/osobni/detail/audi/q7/209558619,"Audi Q7,
S line tiptronic",1 240 000 Kč,"2021, 72 465 km, Nafta, Automatická",1240000.0,2021.0,72465.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/audi/q7/209558619
https://www.sauto.cz/osobni/detail/seat/leon/208652837,"Seat Leon,
FR DSG",616 000 Kč,"2023, 26 142 km, Benzín, Automatická",616000.0,2023.0,26142.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/seat/leon/208652837
https://www.sauto.cz/osobni/detail/skoda/octavia/209786607,"Škoda Octavia,
Combi Ambition 1.5 TSI",377 000 Kč,"2021, 123 404 km, Benzín, Manuální",377000.0,2021.0,123404.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/octavia/209786607
https://www.sauto.cz/osobni/detail/skoda/octavia/209564304,"Škoda Octavia,
Style DSG 1.5 TGI G-TEC",427 000 Kč,"2021, 68 621 km, CNG + benzín, Automatická",427000.0,2021.0,68621.0,Other,Automatická,https://www.sauto.cz/osobni/detail/skoda/octavia/209564304
https://www.sauto.cz/osobni/detail/skoda/superb/209560872,"Škoda Superb,
Ambition 2.0 TDI DSG",503 000 Kč,"2021, 53 737 km, Nafta, Automatická",503000.0,2021.0,53737.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/superb/209560872
https://www.sauto.cz/osobni/detail/seat/ateca/208630238,"Seat Ateca,
FR DSG",724 000 Kč,"2023, 51 097 km, Benzín, Automatická",724000.0,2023.0,51097.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/seat/ateca/208630238
https://www.sauto.cz/osobni/detail/skoda/kamiq/209786943,"Škoda Kamiq,
STYLE 1.0 TSI",428 000 Kč,"2022, 22 149 km, Benzín, Manuální",428000.0,2022.0,22149.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/kamiq/209786943
https://www.sauto.cz/osobni/detail/audi/q3/209588580,"Audi Q3,
ADVANCED 35 TDI 110 KW QUATTRO",927 000 Kč,"2023, 37 137 km, Nafta, Automatická",927000.0,2023.0,37137.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/audi/q3/209588580
https://www.sauto.cz/osobni/detail/volkswagen/golf/209586312,"Volkswagen Golf,
LIFE 1,0 TSI",364 000 Kč,"2021, 89 299 km, Benzín, Manuální",364000.0,2021.0,89299.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/volkswagen/golf/209586312
https://www.sauto.cz/osobni/detail/volkswagen/golf/209534781,"Volkswagen Golf,
GOLF VARIANT ALLTRACK 2,0 TDI",564 000 Kč,"2021, 101 197 km, Nafta, Automatická",564000.0,2021.0,101197.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/golf/209534781
https://www.sauto.cz/osobni/detail/audi/e-tron/208239092,"Audi e-tron,
e-tron 55 quattro, SoH 100%",620 000 Kč,"2019, 87 906 km, Elektro, Automatická",620000.0,2019.0,87906.0,Elektro,Automatická,https://www.sauto.cz/osobni/detail/audi/e-tron/208239092
https://www.sauto.cz/osobni/detail/ford/puma/207791575,"Ford Puma,
ST-Line 1.0 EcoBoost 92kW MAN",529 900 Kč,"2026, 15 km, Benzín, Manuální",529900.0,2026.0,15.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/ford/puma/207791575
https://www.sauto.cz/osobni/detail/volkswagen/id4/209586309,"Volkswagen ID.4,
Performance",912 000 Kč,"2022, 17 453 km, Elektro, Automatická",912000.0,2022.0,17453.0,Elektro,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/id4/209586309
https://www.sauto.cz/osobni/detail/skoda/kodiaq/209570532,"Škoda Kodiaq,
KODIAQ 4x4 2.0 TDI",611 000 Kč,"2021, 98 185 km, Nafta, Automatická",611000.0,2021.0,98185.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/kodiaq/209570532
https://www.sauto.cz/osobni/detail/skoda/kodiaq/209549457,"Škoda Kodiaq,
L K TD 147/2.0 A7A",935 000 Kč,"2022, 33 993 km, Nafta, Automatická",935000.0,2022.0,33993.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/kodiaq/209549457
https://www.sauto.cz/osobni/detail/skoda/kamiq/209133747,"Škoda Kamiq,
STYLE 81kW/1.0 TSI M6",534 000 Kč,"2023, 34 014 km, Benzín, Manuální",534000.0,2023.0,34014.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/kamiq/209133747
https://www.sauto.cz/osobni/detail/cupra/formentor/209816253,"Cupra Formentor,
FORMENTOR 2.0 TSI",794 000 Kč,"2024, 22 364 km, Benzín, Automatická",794000.0,2024.0,22364.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/cupra/formentor/209816253
https://www.sauto.cz/osobni/detail/cupra/formentor/209564596,"Cupra Formentor,
1.5 TSI DSG",729 000 Kč,"2023, 44 923 km, Benzín, Automatická",729000.0,2023.0,44923.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/cupra/formentor/209564596
https://www.sauto.cz/osobni/detail/skoda/octavia/209420826,"Škoda Octavia,
1.6tdi Dsg.Servis.kn/Rozvody",115 000 Kč,"2011, 256 900 km, Nafta, Automatická",115000.0,2011.0,256900.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/octavia/209420826
https://www.sauto.cz/osobni/detail/lexus/rx-450h/209490714,"Lexus RX 450h,
4x4, NOVÁ HYBRIDNÍ BATERIE",369 000 Kč,"2012, 199 500 km, Benzín, Automatická",369000.0,2012.0,199500.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/lexus/rx-450h/209490714
https://www.sauto.cz/osobni/detail/skoda/octavia/209865882,"Škoda Octavia,
1.0 TSI",230 000 Kč,"2017, 135 600 km, Benzín, Manuální",230000.0,2017.0,135600.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/octavia/209865882
https://www.sauto.cz/osobni/detail/skoda/superb/209865588,"Škoda Superb,
2.0 TDI 103KW NOVÉ V ČR",199 900 Kč,"2013, 210 000 km, Nafta, Manuální",199900.0,2013.0,210000.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/superb/209865588
https://www.sauto.cz/osobni/detail/bmw/rada-1/209865816,"BMW Řada 1,
BMW 116D",235 000 Kč,"2012, 150 000 km, Nafta, Automatická",235000.0,2012.0,150000.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/bmw/rada-1/209865816
https://www.sauto.cz/osobni/detail/fiat/500e/209865897,"Fiat 500E,
24 kWh, Automat, Navi",150 000 Kč,"2016, 66 519 km, Elektro, Automatická",150000.0,2016.0,66519.0,Elektro,Automatická,https://www.sauto.cz/osobni/detail/fiat/500e/209865897
https://www.sauto.cz/osobni/detail/opel/crossland/209865894,"Opel Crossland,
1.2 Turbo, Ultimate, Automat",380 000 Kč,"2022, 48 405 km, Benzín, Automatická",380000.0,2022.0,48405.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/opel/crossland/209865894
https://www.sauto.cz/osobni/detail/volkswagen/tiguan/209865891,"Volkswagen Tiguan,
1.5 TSI, Automat, ČR,1.maj",645 000 Kč,"2022, 51 783 km, Benzín, Automatická",645000.0,2022.0,51783.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/tiguan/209865891
https://www.sauto.cz/osobni/detail/hyundai/ix35/209865885,"Hyundai ix35,
1.7 CRDi, Serv.kniha, Navi",160 000 Kč,"2011, 155 733 km, Nafta, Manuální",160000.0,2011.0,155733.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/hyundai/ix35/209865885
https://www.sauto.cz/osobni/detail/mg/zs/209865261,"MG ZS,
1.5 i, Elegance, Elegance",490 000 Kč,"2025, 11 840 km, Benzín, Manuální",490000.0,2025.0,11840.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/mg/zs/209865261
https://www.sauto.cz/osobni/detail/volkswagen/tiguan/209861901,"Volkswagen Tiguan,
1.4 TSI, 4X4, Automat",350 000 Kč,"2016, 199 935 km, Benzín, Automatická",350000.0,2016.0,199935.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/tiguan/209861901
https://www.sauto.cz/osobni/detail/hyundai/i20/209841237,"Hyundai i20,
1.2, Serv.kniha, Klima",180 000 Kč,"2016, 75 342 km, Benzín, Manuální",180000.0,2016.0,75342.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/hyundai/i20/209841237
https://www.sauto.cz/osobni/detail/kia/cee-d/209798403,"Kia Cee´d,
1.4 T-GDI, Serv.kniha, Navi",260 000 Kč,"2019, 157 037 km, Benzín, Manuální",260000.0,2019.0,157037.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/kia/cee-d/209798403
https://www.sauto.cz/osobni/detail/dodge/ram/209662344,"Dodge Ram,
+LARAMIE+READY LIFT+CREW CAB+",1 269 000 Kč,"2020, 128 000 km, Benzín, Automatická",1269000.0,2020.0,128000.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/dodge/ram/209662344
https://www.sauto.cz/osobni/detail/skoda/kodiaq/209791020,"Škoda Kodiaq,
2.0 TDI, Sportline, 7Míst",1 020 000 Kč,"2024, 30 101 km, Nafta, Automatická",1020000.0,2024.0,30101.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/kodiaq/209791020
https://www.sauto.cz/osobni/detail/hyundai/i30/209780877,"Hyundai i30,
1.4 CVVT, Serv.kniha",120 000 Kč,"2012, 108 440 km, Benzín, Manuální",120000.0,2012.0,108440.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/hyundai/i30/209780877
https://www.sauto.cz/osobni/detail/mg/zs/209771520,"MG ZS,
EV 42.5 kWh, SoH 90%, Luxury",340 000 Kč,"2020, 60 515 km, Elektro, Automatická",340000.0,2020.0,60515.0,Elektro,Automatická,https://www.sauto.cz/osobni/detail/mg/zs/209771520
https://www.sauto.cz/osobni/detail/hyundai/i30/209756091,"Hyundai i30,
1.0 T-GDI, Trikolor",230 000 Kč,"2018, 94 601 km, Benzín, Manuální",230000.0,2018.0,94601.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/hyundai/i30/209756091
https://www.sauto.cz/osobni/detail/skoda/karoq/209737581,"Škoda Karoq,
1.5 TSI, Automat, Kůže, Navi",480 000 Kč,"2018, 118 470 km, Benzín, Automatická",480000.0,2018.0,118470.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/skoda/karoq/209737581
https://www.sauto.cz/osobni/detail/opel/mokka/209713488,"Opel Mokka,
1.4 Turbo, Serv.kniha",250 000 Kč,"2017, 85 758 km, Benzín, Manuální",250000.0,2017.0,85758.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/opel/mokka/209713488
https://www.sauto.cz/osobni/detail/volkswagen/tiguan/209705526,"Volkswagen Tiguan,
2.0 TDI, Highline, 4X4",430 000 Kč,"2017, 175 694 km, Nafta, Automatická",430000.0,2017.0,175694.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/tiguan/209705526
https://www.sauto.cz/osobni/detail/hyundai/i20/209673003,"Hyundai i20,
1.2, NOVÁ CENA, ČR,1.maj",210 000 Kč,"2019, 51 021 km, Benzín, Manuální",210000.0,2019.0,51021.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/hyundai/i20/209673003
https://www.sauto.cz/osobni/detail/skoda/kodiaq/209643240,"Škoda Kodiaq,
2.0 TDI, Selection",1 080 000 Kč,"2024, 25 885 km, Nafta, Automatická",1080000.0,2024.0,25885.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/kodiaq/209643240
https://www.sauto.cz/osobni/detail/mg/zs/209555424,"MG ZS,
EV 42.5 kWh, Luxury, Automat",320 000 Kč,"2020, 52 086 km, Elektro, Automatická",320000.0,2020.0,52086.0,Elektro,Automatická,https://www.sauto.cz/osobni/detail/mg/zs/209555424
https://www.sauto.cz/osobni/detail/toyota/proace-verso/209554332,"Toyota Proace Verso,
2.0 D-4D, Kombi, 8 míst, L2",830 000 Kč,"2025, 22 km, Nafta, Manuální",830000.0,2025.0,22.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/toyota/proace-verso/209554332
https://www.sauto.cz/osobni/detail/opel/mokka/209550321,"Opel Mokka,
1.2 Turbo, Automat, Serv.kniha",420 000 Kč,"2021, 17 286 km, Benzín, Automatická",420000.0,2021.0,17286.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/opel/mokka/209550321
https://www.sauto.cz/osobni/detail/skoda/karoq/209533377,"Škoda Karoq,
1.0 TSI, Ambition, Serv.kniha",500 000 Kč,"2022, 46 569 km, Benzín, Manuální",500000.0,2022.0,46569.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/karoq/209533377
https://www.sauto.cz/osobni/detail/skoda/octavia/209488929,"Škoda Octavia,
1.6 TDI, NOVÁ CENA",120 000 Kč,"2012, 219 325 km, Nafta, Manuální",120000.0,2012.0,219325.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/octavia/209488929
https://www.sauto.cz/osobni/detail/skoda/kodiaq/209447847,"Škoda Kodiaq,
RS 2.0 TDI, 4X4, Automat",670 000 Kč,"2020, 159 309 km, Nafta, Automatická",670000.0,2020.0,159309.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/kodiaq/209447847
https://www.sauto.cz/osobni/detail/skoda/octavia/209399994,"Škoda Octavia,
1.6 TDI, Ambiente, NOVÁ CENA",120 000 Kč,"2011, 241 434 km, Nafta, Manuální",120000.0,2011.0,241434.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/octavia/209399994
https://www.sauto.cz/osobni/detail/toyota/proace-verso/209377179,"Toyota Proace Verso,
2.0 D-4D, 8 míst, L2",880 000 Kč,"2024, 32 989 km, Nafta, Automatická",880000.0,2024.0,32989.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/toyota/proace-verso/209377179
https://www.sauto.cz/osobni/detail/skoda/octavia/209360958,"Škoda Octavia,
2.0 TDI, 4X4",350 000 Kč,"2017, 119 769 km, Nafta, Manuální",350000.0,2017.0,119769.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/octavia/209360958
https://www.sauto.cz/osobni/detail/mg/zs/209337678,"MG ZS,
EV 50.3 kWh, SoH 87%, Comfort",390 000 Kč,"2022, 53 274 km, Elektro, Automatická",390000.0,2022.0,53274.0,Elektro,Automatická,https://www.sauto.cz/osobni/detail/mg/zs/209337678
https://www.sauto.cz/osobni/detail/skoda/kodiaq/209209728,"Škoda Kodiaq,
2.0 TDI, Style, NOVÁ CENA",580 000 Kč,"2021, 156 048 km, Nafta, Automatická",580000.0,2021.0,156048.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/kodiaq/209209728
https://www.sauto.cz/osobni/detail/kia/ev3/209816031,"Kia EV3,
Standard Range, Automat, ČR",750 000 Kč,"2025, 3 147 km, Elektro, Automatická",750000.0,2025.0,3147.0,Elektro,Automatická,https://www.sauto.cz/osobni/detail/kia/ev3/209816031
https://www.sauto.cz/osobni/detail/kia/cee-d/209031204,"Kia Cee´d,
1.6 GDI plug-in, Automat",376 000 Kč,"2021, 91 226 km, Hybridní, Automatická",376000.0,2021.0,91226.0,Hybridní,Automatická,https://www.sauto.cz/osobni/detail/kia/cee-d/209031204
https://www.sauto.cz/osobni/detail/mg/zs/208904007,"MG ZS,
1.5, Comfort, Serv.kniha, Kůže",330 000 Kč,"2023, 40 749 km, Benzín, Manuální",330000.0,2023.0,40749.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/mg/zs/208904007
https://www.sauto.cz/osobni/detail/skoda/octavia/208658243,"Škoda Octavia,
2.0 TDI, Style, NOVÁ CENA, ČR",500 000 Kč,"2022, 46 388 km, Nafta, Manuální",500000.0,2022.0,46388.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/octavia/208658243
https://www.sauto.cz/osobni/detail/renault/scenic/209865819,"Renault Scénic,
1.6 diesel, servisní historie",340 000 Kč,"2016, 191 000 km, Nafta, Automatická",340000.0,2016.0,191000.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/renault/scenic/209865819
https://www.sauto.cz/osobni/detail/skoda/kamiq/209865876,"Škoda Kamiq,
1.0 TSI, Style, Serv.kniha",417 000 Kč,"2023, 15 146 km, Benzín, Manuální",417000.0,2023.0,15146.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/kamiq/209865876
https://www.sauto.cz/osobni/detail/skoda/superb/209865873,"Škoda Superb,
2.0 TDI, Comfort, Xenony",180 000 Kč,"2015, 324 188 km, Nafta, Manuální",180000.0,2015.0,324188.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/superb/209865873
https://www.sauto.cz/osobni/detail/renault/megane/209865870,"Renault Mégane,
1.5 dCi, Automat, Navi, Xenony",100 000 Kč,"2011, 175 467 km, Nafta, Automatická",100000.0,2011.0,175467.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/renault/megane/209865870
https://www.sauto.cz/osobni/detail/skoda/fabia/209865867,"Škoda Fabia,
1.2 12V, Ambition, Serv.kniha",80 000 Kč,"2009, 56 082 km, Benzín, Manuální",80000.0,2009.0,56082.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/fabia/209865867
https://www.sauto.cz/osobni/detail/citroen/c4/209865864,"Citroën C4,
1.6 HDi, Serv.kniha, po STK",70 000 Kč,"2011, 239 716 km, Nafta, Manuální",70000.0,2011.0,239716.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/citroen/c4/209865864
https://www.sauto.cz/osobni/detail/skoda/rapid/209865861,"Škoda Rapid,
1.0 TSI, Spaceback, Xenony",160 000 Kč,"2019, 218 023 km, Benzín, Manuální",160000.0,2019.0,218023.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/rapid/209865861
https://www.sauto.cz/osobni/detail/hyundai/ix20/209865858,"Hyundai ix20,
1.4 CVVT, ČR,1.maj, Serv.kniha",230 000 Kč,"2018, 51 693 km, Benzín, Manuální",230000.0,2018.0,51693.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/hyundai/ix20/209865858
https://www.sauto.cz/osobni/detail/mazda/mx-5/209865855,"Mazda MX-5,
1.6, Kožené sedačky",100 000 Kč,"2001, 161 675 km, Benzín, Manuální",100000.0,2001.0,161675.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/mazda/mx-5/209865855
https://www.sauto.cz/osobni/detail/skoda/fabia/209865852,"Škoda Fabia,
1.2 TSI, Ambition, Serv.kniha",130 000 Kč,"2015, 103 218 km, Benzín, Manuální",130000.0,2015.0,103218.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/fabia/209865852
https://www.sauto.cz/osobni/detail/skoda/octavia/209865846,"Škoda Octavia,
1.5 TSI, Serv.kniha",440 000 Kč,"2021, 86 530 km, Benzín, Manuální",440000.0,2021.0,86530.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/octavia/209865846
https://www.sauto.cz/osobni/detail/audi/a6/209865843,"Audi A6,
2.0 TDI, S line, 4X4, Automat",360 000 Kč,"2018, 239 333 km, Nafta, Automatická",360000.0,2018.0,239333.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/audi/a6/209865843
https://www.sauto.cz/osobni/detail/skoda/fabia/209865840,"Škoda Fabia,
1.2 TSI, Ambition, Klima",190 000 Kč,"2015, 127 281 km, Benzín, Manuální",190000.0,2015.0,127281.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/fabia/209865840
https://www.sauto.cz/osobni/detail/skoda/octavia/209865837,"Škoda Octavia,
1.6 TDI, Ambition, Klima",160 000 Kč,"2015, 257 870 km, Nafta, Manuální",160000.0,2015.0,257870.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/octavia/209865837
https://www.sauto.cz/osobni/detail/volkswagen/passat/209865834,"Volkswagen Passat,
1.6 TDI, Comfortline",190 000 Kč,"2015, 335 414 km, Nafta, Manuální",190000.0,2015.0,335414.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/volkswagen/passat/209865834
https://www.sauto.cz/osobni/detail/mercedes-benz/glk/209824377,"Mercedes-Benz GLK,
GLK 220CDI 4MATIC AMG PREMIUM",339 000 Kč,"2012, 211 000 km, Nafta, Automatická",339000.0,2012.0,211000.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/mercedes-benz/glk/209824377
https://www.sauto.cz/osobni/detail/hyundai/i30/209865831,"Hyundai i30,
1.6 MPI, ČR,1.maj, Serv.kniha",160 000 Kč,"2014, 151 070 km, Benzín, Manuální",160000.0,2014.0,151070.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/hyundai/i30/209865831
